Issue key,Issue id,Summary,Fix versions,Fix versions,Fix versions,Fix versions,Status,Created,Updated,Priority,Resolution,Affects versions,Affects versions,Affects versions,Security Level,Labels,Labels,Labels,Labels,Issue Type
NAS-135754,121276,NVMe-oF Subsystems table,SCALE-25.10-ALPHA.1 (Goldeye),,,,Done,07/May/25 11:38 AM,19/May/25 8:57 AM,Medium,Complete,,,,,IX_EMPLOYEE,,,,New Feature
NAS-135762,121294,Bring back B2 `chunk_size` option,SCALE-25.04.2 (Fangtooth),SCALE-25.10-ALPHA.1 (Goldeye),,,Done,07/May/25 2:33 PM,02/Jun/25 5:12 AM,Low,Complete,,,,,IX_EMPLOYEE,,,,Bug
NAS-135771,121313,Require checklist items to be resolved on PRs,SCALE-25.10-ALPHA.1 (Goldeye),,,,Done,08/May/25 5:06 AM,09/May/25 6:34 AM,Low,Complete,,,,,IX_EMPLOYEE,,,,Improvement
NAS-135781,121328,"""Reset Configuration"" changed to ""refresh"" is confusing",SCALE-25.10-ALPHA.1 (Goldeye),,,,Done,08/May/25 8:51 AM,16/May/25 4:01 AM,Low,Complete,SCALE-25.10-BETA.1 (Goldeye),,,,IX_EMPLOYEE,,,,Improvement
NAS-135782,121329,"Calls to app.update are not validated, causing middleware/UI failure",SCALE-25.10-ALPHA.1 (Goldeye),,,,Done,08/May/25 9:02 AM,13/May/25 3:27 PM,Low,Complete,SCALE-25.04.0 (Fangtooth),,,,COMMUNITY_USER,ready_for_assignment,,,Bug
NAS-135784,121333,Avoid TOCTOU issues in account and iscsi.target,SCALE-25.04.2 (Fangtooth),SCALE-25.10-ALPHA.1 (Goldeye),,,Done,08/May/25 10:24 AM,08/May/25 10:32 PM,Medium,Complete,Master - TrueNAS SCALE,,,,IX_EMPLOYEE,,,,Defect
NAS-135785,121335,please address review for LegacyAPI model behavior,SCALE-25.10-ALPHA.1 (Goldeye),SCALE-25.10-BETA.1 (Goldeye),,,Done,08/May/25 10:55 AM,09/May/25 2:53 PM,Medium,Complete,SCALE-25.04.0 (Fangtooth),,,,IX_EMPLOYEE,,,,Improvement
NAS-135796,121371,Add warning about unsaved changes to full-size forms,SCALE-25.10-ALPHA.1 (Goldeye),,,,Done,09/May/25 2:30 AM,16/Jun/25 5:18 AM,Low,Complete,,,,,IX_EMPLOYEE,,,,Improvement
NAS-135797,121372,"Replace `service.start`, stop, restart, reload with `service.control`",SCALE-25.10-ALPHA.1 (Goldeye),,,,Done,09/May/25 2:49 AM,12/Jun/25 5:53 AM,Medium,Complete,,,,,IX_EMPLOYEE,,,,Improvement
NAS-135798,121373,Add minimal forms for NVMe-oF entities,SCALE-25.10-ALPHA.1 (Goldeye),,,,Done,09/May/25 3:44 AM,09/May/25 7:15 AM,Medium,Complete,,,,,IX_EMPLOYEE,,,,New Feature
NAS-135826,121488,Incorrect unit used for network stats in apps,SCALE-25.10-ALPHA.1 (Goldeye),,,,Done,12/May/25 3:39 AM,11/Jun/25 2:35 AM,Medium,Complete,,,,,IX_EMPLOYEE,,,,Bug
NAS-135827,121489,Cleanup more helptext,SCALE-25.10-ALPHA.1 (Goldeye),,,,Done,12/May/25 4:32 AM,13/May/25 4:03 AM,Low,Complete,,,,,IX_EMPLOYEE,technical-improvement,,,Improvement
NAS-135828,121493,Add choices endpoints for `dhchap_dhgroup` and `dhchap_hash` in nvme-of,SCALE-25.10-ALPHA.1 (Goldeye),,,,Done,12/May/25 6:47 AM,12/May/25 1:22 PM,Medium,Complete,,,,,IX_EMPLOYEE,,,,New Feature
NAS-135829,121499,Add additional options to NVMe-oF forms,SCALE-25.10-ALPHA.1 (Goldeye),,,,Done,12/May/25 7:44 AM,14/May/25 10:04 AM,Medium,Complete,,,,,IX_EMPLOYEE,,,,New Feature
NAS-135831,121508,change zpool capacity alert verbiage (support team request),SCALE-25.04.2 (Fangtooth),SCALE-25.10-ALPHA.1 (Goldeye),,,Done,12/May/25 10:47 AM,13/May/25 7:19 AM,Medium,Complete,SCALE-24.10.2.2 (ElectricEel),,,,IX_EMPLOYEE,,,,Improvement
NAS-135837,121523,Allow passing endpoint to Storj credential in UI,SCALE-25.04.2 (Fangtooth),SCALE-25.10-ALPHA.1 (Goldeye),,,Done,12/May/25 2:58 PM,10/Jun/25 6:41 AM,Medium,Complete,,,,,doc_impact,doc_resolved,IX_EMPLOYEE,,Improvement
NAS-135843,121546,Improve empty states for multiple pages,SCALE-25.10-ALPHA.1 (Goldeye),,,,Done,13/May/25 3:58 AM,26/May/25 4:14 AM,Medium,Complete,,,,,IX_EMPLOYEE,,,,Improvement
NAS-135844,121550,remove mega rclone provider (not supported by mega),SCALE-25.04.2 (Fangtooth),SCALE-25.10-ALPHA.1 (Goldeye),,,Done,13/May/25 7:07 AM,03/Jun/25 7:57 AM,Medium,Complete,SCALE-25.04.1 (Fangtooth),,,,doc_impact,doc_resolved,IX_EMPLOYEE,,Improvement
NAS-135862,121604,Be more strict about duplicated icons,SCALE-25.10-ALPHA.1 (Goldeye),,,,Done,14/May/25 7:56 AM,15/May/25 5:07 AM,Low,Complete,,,,,IX_EMPLOYEE,technical-improvement,,,Improvement
NAS-135864,121610,Refactor error dialog when exporting a pool,SCALE-25.10-ALPHA.1 (Goldeye),,,,Done,14/May/25 9:30 AM,15/May/25 5:32 AM,Low,Complete,,,,,IX_EMPLOYEE,technical-improvement,,,Improvement
NAS-135865,121612,Add authentication fields to host form,SCALE-25.10-ALPHA.1 (Goldeye),,,,Done,14/May/25 10:14 AM,19/May/25 8:55 AM,Medium,Complete,,,,,IX_EMPLOYEE,,,,New Feature
NAS-135870,121644,[Application - Container Logs] Container logs can only display one line,SCALE-25.10-ALPHA.1 (Goldeye),,,,Done,14/May/25 1:57 PM,28/May/25 3:31 AM,Medium,Complete,Master - TrueNAS Nightlies,,,,COMMUNITY_USER,ready_for_review,,,Bug
NAS-135871,121650,Allow sorting apps in the UI by popularity rank,SCALE-25.10-ALPHA.1 (Goldeye),,,,Done,14/May/25 2:50 PM,09/Jun/25 3:09 AM,Medium,Complete,,,,,IX_EMPLOYEE,,,,New Feature
NAS-135881,121669,Add Authorized Hosts card,SCALE-25.10-ALPHA.1 (Goldeye),,,,Done,15/May/25 6:11 AM,20/May/25 11:15 AM,Medium,Complete,,,,,IX_EMPLOYEE,,,,New Feature
NAS-135882,121672,Add ports card in nvme subsystems,SCALE-25.10-ALPHA.1 (Goldeye),,,,Done,15/May/25 6:17 AM,09/Jun/25 1:31 PM,Medium,Complete,,,,,IX_EMPLOYEE,,,,New Feature
NAS-135902,121784,Backport several critical fixes including DirectIO enablement,SCALE-25.10-ALPHA.1 (Goldeye),,,,Done,16/May/25 6:50 AM,18/Aug/25 11:30 AM,Medium,Complete,Master - TrueNAS SCALE,,,,IX_EMPLOYEE,release_notes_mention,,,Defect
NAS-135908,121802,Clean up helptext,SCALE-25.10-ALPHA.1 (Goldeye),,,,Done,16/May/25 11:31 AM,16/May/25 4:15 PM,Low,Complete,,,,,IX_EMPLOYEE,technical-improvement,,,Improvement
NAS-135911,121817,Debug Improvement - Include Ethtool -m Output,SCALE-25.04.2 (Fangtooth),SCALE-25.10-ALPHA.1 (Goldeye),,,Done,16/May/25 3:55 PM,30/May/25 8:31 PM,Low,Complete,SCALE-25.04.0 (Fangtooth),,,,IX_EMPLOYEE,ready_for_assignment,,,Improvement
NAS-135912,121819,Debug Improvement - Fibre Channel Statistics,SCALE-25.10-ALPHA.1 (Goldeye),,,,Done,16/May/25 4:11 PM,19/Jun/25 2:18 PM,Medium,Complete,,,,,IX_EMPLOYEE,,,,Bug
NAS-135919,121832,Unable to open history file,SCALE-25.04.2 (Fangtooth),SCALE-25.10-ALPHA.1 (Goldeye),,,Done,17/May/25 9:26 AM,25/Jun/25 7:51 AM,Low,Complete,SCALE-25.04.0 (Fangtooth),,,,COMMUNITY_USER,ready_for_review,,,Bug
NAS-135927,121853,Add bandwidth limit to truecloud backup tasks,SCALE-25.10-ALPHA.1 (Goldeye),SCALE-25.10-BETA.1 (Goldeye),,,Done,19/May/25 5:03 AM,03/Jul/25 2:05 PM,Low,Complete,,,,,IX_EMPLOYEE,,,,New Feature
NAS-135943,121953,Add NVMe-oF card to Shares dashboard,SCALE-25.10-ALPHA.1 (Goldeye),,,,Done,20/May/25 7:32 AM,26/May/25 4:14 AM,Medium,Complete,,,,,IX_EMPLOYEE,,,,New Feature
NAS-135949,121965,Add port management functionality,SCALE-25.10-ALPHA.1 (Goldeye),,,,Done,20/May/25 11:16 AM,21/May/25 12:13 PM,Medium,Complete,,,,,IX_EMPLOYEE,,,,New Feature
NAS-135953,121988,Input is not a valid integer in SSH form,SCALE-25.04.2 (Fangtooth),SCALE-25.10-ALPHA.1 (Goldeye),,,Done,21/May/25 5:23 AM,22/May/25 11:36 AM,High,Complete,,,,,IX_EMPLOYEE,,,,Bug
NAS-135954,121990,Improve delete experience for ports and hosts,SCALE-25.10-ALPHA.1 (Goldeye),,,,Done,21/May/25 5:50 AM,02/Jun/25 5:12 AM,Medium,Complete,,,,,IX_EMPLOYEE,,,,New Feature
NAS-135955,121993,Add host management functionality,SCALE-25.10-ALPHA.1 (Goldeye),,,,Done,21/May/25 5:54 AM,23/May/25 6:53 AM,Medium,Complete,,,,,IX_EMPLOYEE,,,,New Feature
NAS-135956,121996,Add namespaces to subsystem form,SCALE-25.10-ALPHA.1 (Goldeye),,,,Done,21/May/25 6:00 AM,04/Jun/25 10:14 AM,Medium,Complete,,,,,IX_EMPLOYEE,,,,New Feature
NAS-135957,121999,Show warnings in table for unusable subsystems,SCALE-25.10-ALPHA.1 (Goldeye),,,,Done,21/May/25 6:02 AM,02/Jun/25 5:13 AM,Medium,Complete,,,,,IX_EMPLOYEE,,,,New Feature
NAS-135958,122001,Fix slide-in and dialog z-index issue,SCALE-25.10-ALPHA.1 (Goldeye),,,,Done,21/May/25 6:07 AM,05/Jun/25 2:13 PM,Medium,Complete,,,,,IX_EMPLOYEE,,,,Improvement
NAS-135959,122004,Recursively show all object fields in API docs,SCALE-25.04.2 (Fangtooth),SCALE-25.10-ALPHA.1 (Goldeye),,,Done,21/May/25 10:25 AM,30/May/25 8:26 PM,Medium,Complete,SCALE-24.10.0 (ElectricEel),SCALE-25.04.0 (Fangtooth),SCALE-25.04.1 (Fangtooth),,IX_EMPLOYEE,,,,Improvement
NAS-135960,122006,alert zpool after removed disk,SCALE-25.10-ALPHA.1 (Goldeye),,,,Done,21/May/25 10:48 AM,26/May/25 12:47 PM,Low,Complete,SCALE-25.04.0 (Fangtooth),,,,COMMUNITY_USER,ready_for_assignment,,,Bug
NAS-135963,122028,"""Static Routes"" gets partially obscured/squished if HTTP Proxy is set to a really long value",SCALE-25.10-ALPHA.1 (Goldeye),,,,Done,21/May/25 4:39 PM,26/May/25 6:55 AM,Low,Complete,SCALE-25.04.0 (Fangtooth),,,,COMMUNITY_USER,ready_for_assignment,WebUI,,Bug
NAS-135965,122032,Use pydantic models for apps schema instead of legacy schema classes,SCALE-25.10-ALPHA.1 (Goldeye),SCALE-25.10-BETA.1 (Goldeye),,,Done,21/May/25 6:46 PM,25/Jul/25 1:36 PM,Medium,Complete,,,,,IX_EMPLOYEE,,,,New Feature
NAS-135967,122035,Unable to edit Share ACL as a group is supposedly non existant,SCALE-25.04.2 (Fangtooth),SCALE-25.10-ALPHA.1 (Goldeye),,,Done,22/May/25 3:03 AM,23/May/25 11:41 AM,High,Complete,SCALE-24.10.2.1 (ElectricEel),,,,COMMUNITY_USER,,,,Bug
NAS-135969,122046,move STIG/FIPS API Integration tests to unit tests,SCALE-25.10-ALPHA.1 (Goldeye),SCALE-25.10-BETA.1 (Goldeye),,,Done,22/May/25 8:33 AM,05/Jun/25 10:03 AM,High,Complete,,,,,IX_EMPLOYEE,STIG,,,Improvement
NAS-135970,122052,Offer to start an nvme-of service after subsystem is created,SCALE-25.10-ALPHA.1 (Goldeye),,,,Done,22/May/25 9:45 AM,02/Jun/25 5:13 AM,Medium,Complete,,,,,IX_EMPLOYEE,,,,New Feature
NAS-135976,122062,Changes to `alertservice` API,SCALE-25.10-ALPHA.1 (Goldeye),,,,Done,22/May/25 1:05 PM,02/Jun/25 5:13 AM,Medium,Complete,,,,,IX_EMPLOYEE,,,,Improvement
NAS-135987,122089,Add hosts and ports to subsystem form,SCALE-25.10-ALPHA.1 (Goldeye),,,,Done,23/May/25 7:56 AM,26/May/25 7:47 AM,Medium,Complete,,,,,IX_EMPLOYEE,,,,New Feature
NAS-135988,122091,Dataset Details not consistent regarding Atime,SCALE-25.10-ALPHA.1 (Goldeye),,,,Done,23/May/25 8:56 AM,27/Jun/25 7:47 AM,Low,Complete,SCALE-25.04.0 (Fangtooth),,,,COMMUNITY_USER,ready_for_review,,,Bug
NAS-135995,122107,Docker - Allow configuring registry mirrors,N/A,SCALE-25.10-ALPHA.1 (Goldeye),,,Done,23/May/25 12:30 PM,17/Jul/25 10:09 AM,Low,Complete,,,,,IX_EMPLOYEE,ready_for_review,,,Improvement
NAS-136005,122122,"Create instance: switching from ""Upload ISO"" to ""Use a Linux"" image won't allow to create an instance",SCALE-25.04.2 (Fangtooth),SCALE-25.10-ALPHA.1 (Goldeye),,,Done,24/May/25 9:20 AM,09/Jun/25 3:09 AM,Low,Complete,SCALE-25.04.0 (Fangtooth),,,,COMMUNITY_USER,ready_for_review,,,Bug
NAS-136020,122154,pool.dataset.create returns obtuse error when parent does not exist,SCALE-25.10-ALPHA.1 (Goldeye),SCALE-25.10-BETA.1 (Goldeye),,,Done,26/May/25 12:07 AM,04/Jun/25 10:03 AM,Low,Complete,,,,,COMMUNITY_USER,ready_for_review,,,Bug
NAS-136025,122163,Make sure Select All only selects currently visible items,SCALE-25.04.2 (Fangtooth),SCALE-25.10-ALPHA.1 (Goldeye),,,Done,26/May/25 5:07 AM,09/Jun/25 3:09 AM,Medium,Complete,,,,,IX_EMPLOYEE,,,,Bug
NAS-136026,122166,Incentivize users to submit a bug,SCALE-25.10-ALPHA.1 (Goldeye),,,,Done,26/May/25 6:24 AM,02/Jun/25 5:13 AM,Low,Complete,,,,,IX_EMPLOYEE,,,,Improvement
NAS-136028,122168,Remove stateAsSignal,SCALE-25.10-ALPHA.1 (Goldeye),,,,Done,26/May/25 6:49 AM,28/May/25 5:06 AM,Low,Complete,,,,,IX_EMPLOYEE,technical-improvement,,,Improvement
NAS-136029,122170,Update icons for empty states,SCALE-25.10-ALPHA.1 (Goldeye),,,,Done,26/May/25 8:41 AM,27/May/25 5:12 AM,Low,Complete,,,,,IX_EMPLOYEE,,,,Improvement
NAS-136030,122172,Add view button to nvme card,SCALE-25.10-ALPHA.1 (Goldeye),,,,Done,26/May/25 8:49 AM,11/Jun/25 7:33 PM,Medium,Complete,,,,,IX_EMPLOYEE,,,,Improvement
NAS-136032,122177,Subsystem details card,SCALE-25.10-ALPHA.1 (Goldeye),,,,Done,26/May/25 10:36 AM,28/May/25 7:24 AM,Medium,Complete,,,,,IX_EMPLOYEE,,,,New Feature
NAS-136036,122186,Scroll jumping issue in datasets,SCALE-25.10-ALPHA.1 (Goldeye),SCALE-25.10-BETA.1 (Goldeye),,,Done,27/May/25 3:59 AM,14/Jul/25 3:27 AM,Low,Complete,,,,,IX_EMPLOYEE,,,,Bug
NAS-136066,122264,Make sure datasets which have canmount=noauto set are not mounted after replication,SCALE-25.10-ALPHA.1 (Goldeye),,,,Done,28/May/25 11:52 AM,30/May/25 3:50 AM,Undefined,Complete,,,,,IX_EMPLOYEE,,,,Bug
NAS-136071,122276,Add default title to dialog.confirm,SCALE-25.10-ALPHA.1 (Goldeye),,,,Done,28/May/25 2:17 PM,02/Jun/25 6:25 AM,Low,Complete,,,,,IX_EMPLOYEE,technical-improvement,,,Improvement
NAS-136089,122322,/usr/bin/cli --menu crashes when trying to create bond (link aggregation),SCALE-25.04.2 (Fangtooth),SCALE-25.10-ALPHA.1 (Goldeye),,,Done,29/May/25 4:41 PM,28/Jun/25 7:27 AM,Low,Complete,SCALE-25.04.1 (Fangtooth),,,,COMMUNITY_USER,ready_for_review,,,Bug
NAS-136108,122377,Upgrade and import from CORE 13.0U6.7 to SCALE 24.04.2.5 fails with middleware error (reopen),SCALE-25.10-ALPHA.1 (Goldeye),,,,Done,31/May/25 2:59 PM,12/Jun/25 3:57 AM,Low,Complete,13.0-U6.7,SCALE-24.04.2.5 (DragonFish),,,COMMUNITY_USER,ready_for_review,,,Bug
NAS-136114,122428,Remember last text size used in shell,Backlog,SCALE-25.10-ALPHA.1 (Goldeye),,,Done,02/Jun/25 4:44 AM,16/Jun/25 4:44 AM,Low,Complete,,,,,IX_EMPLOYEE,,,,Improvement
NAS-136115,122429,Add Auto-start column to Instances,SCALE-25.10-ALPHA.1 (Goldeye),,,,Done,02/Jun/25 4:48 AM,09/Jun/25 3:08 AM,Low,Complete,,,,,IX_EMPLOYEE,,,,Improvement
NAS-136118,122435,Add STIG related logic for new users,SCALE-25.10-ALPHA.1 (Goldeye),,,,Done,02/Jun/25 7:00 AM,09/Jun/25 3:08 AM,Medium,Complete,,,,,IX_EMPLOYEE,,,,Improvement
NAS-136120,122440,Connect shell and ssh checkboxes to user form,SCALE-25.10-ALPHA.1 (Goldeye),,,,Done,02/Jun/25 7:23 AM,14/Jul/25 8:21 AM,Medium,Complete,,,,,IX_EMPLOYEE,,,,Improvement
NAS-136132,122477,iSCSI only listening to local host,SCALE-25.04.2 (Fangtooth),SCALE-25.10-ALPHA.1 (Goldeye),,,Done,02/Jun/25 2:59 PM,04/Jun/25 10:13 AM,Low,Complete,SCALE-25.04.1 (Fangtooth),,,,COMMUNITY_USER,ready_for_review,,,Bug
NAS-136142,122508,Make error optional in slideIn.close,SCALE-25.10-ALPHA.1 (Goldeye),,,,Done,03/Jun/25 7:07 AM,03/Jun/25 8:30 AM,Low,Complete,,,,,IX_EMPLOYEE,technical-improvement,,,Improvement
NAS-136143,122510,Don't stay in nvme subsystem wizard on errors,SCALE-25.10-ALPHA.1 (Goldeye),,,,Done,03/Jun/25 7:15 AM,16/Jun/25 5:17 AM,Medium,Complete,,,,,IX_EMPLOYEE,,,,New Feature
NAS-136144,122514,Offer to delete underlying file when namespace is deleted,SCALE-25.10-ALPHA.1 (Goldeye),,,,Done,03/Jun/25 7:18 AM,06/Jun/25 6:11 AM,Medium,Complete,,,,,IX_EMPLOYEE,,,,New Feature
NAS-136153,122547,Include Mellanox Tools(mstflint) for managing Firmware and mode,SCALE-25.10-ALPHA.1 (Goldeye),,,,Done,03/Jun/25 4:48 PM,23/Jun/25 11:34 AM,Low,Complete,,,,,IX_EMPLOYEE,ready_for_review,,,Improvement
NAS-136168,122575,Update to Angular 20,SCALE-25.10-ALPHA.1 (Goldeye),SCALE-25.10-BETA.1 (Goldeye),,,Done,04/Jun/25 8:11 AM,15/Jul/25 8:17 AM,Low,Complete,,,,,doc_impact,IX_EMPLOYEE,technical-improvement,,Improvement
NAS-136176,122587,Update gold eye mirrors,SCALE-25.10-ALPHA.1 (Goldeye),,,,Done,04/Jun/25 9:51 AM,30/Jun/25 6:21 AM,Undefined,Complete,,,,,IX_EMPLOYEE,,,,Improvement
NAS-136189,122624,Update stopped color to gray,SCALE-25.10-ALPHA.1 (Goldeye),,,,Done,05/Jun/25 4:16 AM,16/Jun/25 5:17 AM,Low,Complete,,,,,IX_EMPLOYEE,,,,Improvement
NAS-136190,122625,Change the order of warnings when installing first app,SCALE-25.10-ALPHA.1 (Goldeye),,,,Done,05/Jun/25 4:24 AM,06/Jun/25 5:20 AM,Low,Complete,,,,,IX_EMPLOYEE,,,,Improvement
NAS-136193,122629,NVME-oF Namespaces -> Add Namespace -> Existing File -> list is not updated if new file created,SCALE-25.10-ALPHA.1 (Goldeye),,,,Done,05/Jun/25 6:05 AM,23/Jun/25 7:28 AM,Medium,Complete,,,,,IX_EMPLOYEE,,,,Defect
NAS-136195,122632,Add ability to create zvols in ix-explorer,SCALE-25.10-ALPHA.1 (Goldeye),,,,Done,05/Jun/25 6:18 AM,11/Jun/25 4:10 AM,Medium,Complete,,,,,IX_EMPLOYEE,,,,Improvement
NAS-136200,122639,Discard directory services credentials when pwenc secret is removed,SCALE-25.10-ALPHA.1 (Goldeye),,,,Done,05/Jun/25 8:22 AM,05/Jun/25 2:27 PM,Low,Complete,,,,,IX_EMPLOYEE,,,,Bug
NAS-136202,122642,Replace secondary fields with editables in zvol form,SCALE-25.10-ALPHA.1 (Goldeye),,,,Done,05/Jun/25 10:37 AM,10/Jun/25 12:00 PM,Low,Complete,,,,,doc_impact,IX_EMPLOYEE,,,Improvement
NAS-136213,122676,"Too many arguments (expected 1, found 2) EEFAULT",SCALE-25.10-ALPHA.1 (Goldeye),,,,Done,06/Jun/25 6:34 AM,12/Jun/25 3:56 AM,Medium,Complete,Master - TrueNAS Nightlies,,,,COMMUNITY_USER,ready_for_assignment,,,Bug
NAS-136223,122700,Cant create ACME Certificate,SCALE-25.04.2 (Fangtooth),SCALE-25.10-ALPHA.1 (Goldeye),,,Done,06/Jun/25 2:01 PM,05/Aug/25 7:45 AM,Medium,Complete,SCALE-25.04.1 (Fangtooth),,,,doc_impact,doc_resolved,from_ui,ready_for_review,Bug
NAS-136228,122717,Improve validation of FILE device_path for nvmet namespace,SCALE-25.10-ALPHA.1 (Goldeye),,,,Done,06/Jun/25 8:52 PM,09/Jun/25 11:04 AM,Low,Complete,SCALE-25.10-ALPHA.1 (Goldeye),,,,,,,,Defect
NAS-136229,122718,Bulk Prune TrueCloud Snapshots,SCALE-25.10-ALPHA.1 (Goldeye),,,,Done,06/Jun/25 10:03 PM,07/Jul/25 12:43 PM,Low,Complete,SCALE-25.04.0 (Fangtooth),,,,from_ui,ready_for_review,,,Bug
NAS-136246,122761,Cannot open user form,SCALE-25.10-ALPHA.1 (Goldeye),,,,Done,09/Jun/25 7:37 AM,18/Jun/25 8:21 AM,High,Complete,,,,,,,,,Defect
NAS-136253,122806,Adjust webui for SMB share schema changes related to new API,SCALE-25.10-ALPHA.1 (Goldeye),SCALE-25.10-BETA.1 (Goldeye),,,Done,09/Jun/25 12:11 PM,07/Jul/25 12:17 PM,High,Complete,,,,,doc_impact,,,,Defect
NAS-136255,122817,Fix bug in test__pool_export_import,SCALE-25.10-ALPHA.1 (Goldeye),,,,Done,09/Jun/25 1:58 PM,09/Jun/25 2:04 PM,Low,Complete,SCALE-25.10-ALPHA.1 (Goldeye),,,,,,,,Defect
NAS-136256,122818,disk.query is broken in master,SCALE-25.10-ALPHA.1 (Goldeye),,,,Done,09/Jun/25 1:59 PM,13/Jun/25 3:37 PM,High,Complete,,,,,,,,,Defect
NAS-136257,122823,Remove legacy schema references in smb.status,SCALE-25.10-ALPHA.1 (Goldeye),,,,Done,09/Jun/25 2:49 PM,09/Jun/25 3:55 PM,Medium,Complete,SCALE-25.10-ALPHA.1 (Goldeye),,,,,,,,Defect
NAS-136258,122827,Fix IPA HA tests,SCALE-25.10-ALPHA.1 (Goldeye),,,,Done,09/Jun/25 4:53 PM,09/Jun/25 4:58 PM,Medium,Complete,SCALE-25.10-ALPHA.1 (Goldeye),,,,,,,,Defect
NAS-136260,122830,Can't create Replication task using the wizard,SCALE-25.10-ALPHA.1 (Goldeye),,,,Done,09/Jun/25 7:26 PM,20/Jun/25 3:16 AM,Medium,Complete,Master - TrueNAS SCALE,,,,,,,,Bug
NAS-136262,122843,Some slide-ins are not closed on logout,SCALE-25.10-ALPHA.1 (Goldeye),,,,Done,10/Jun/25 5:06 AM,30/Jun/25 6:34 AM,Medium,Complete,,,,,,,,,Defect
NAS-136263,122844,Fix issues in filesystem utils,SCALE-25.04.2 (Fangtooth),SCALE-25.10-ALPHA.1 (Goldeye),,,Done,10/Jun/25 6:20 AM,10/Jun/25 6:26 AM,Low,Complete,SCALE-25.10-ALPHA.1 (Goldeye),,,,,,,,Defect
NAS-136265,122852,Dataset input is too large,SCALE-25.10-ALPHA.1 (Goldeye),SCALE-25.10-BETA.1 (Goldeye),,,Done,10/Jun/25 8:32 AM,03/Jul/25 8:38 AM,Medium,Complete,,,,,,,,,Defect
NAS-136266,122856,Various fixes for nvme-of,SCALE-25.10-ALPHA.1 (Goldeye),,,,Done,10/Jun/25 10:14 AM,12/Jun/25 6:47 AM,Low,Complete,,,,,,,,,Defect
NAS-136268,122867,Fix `directoryservice.bindip_choices`,SCALE-25.10-ALPHA.1 (Goldeye),,,,Done,10/Jun/25 12:17 PM,10/Jun/25 12:49 PM,Medium,Complete,SCALE-25.10-ALPHA.1 (Goldeye),,,,,,,,Defect
NAS-136272,122890,"Add support for ""all hosts"" option in Hosts card",SCALE-25.10-ALPHA.1 (Goldeye),,,,Done,11/Jun/25 2:50 AM,23/Jun/25 7:28 AM,Medium,Complete,,,,,IX_EMPLOYEE,,,,New Feature
NAS-136277,122901,YAML state becomes inconsistent after updating content,SCALE-25.10-BETA.1 (Goldeye),,,,Done,11/Jun/25 8:49 AM,22/Jul/25 5:29 AM,Low,Complete,SCALE-24.10.2.2 (ElectricEel),,,,COMMUNITY_USER,es-2510,july-2510,ready_for_review,Bug
NAS-136280,122912,Improvements for user details section,SCALE-25.10-ALPHA.1 (Goldeye),,,,Done,11/Jun/25 10:42 AM,23/Jun/25 7:28 AM,Medium,Complete,,,,,IX_EMPLOYEE,,,,Improvement
NAS-136286,122935,Fix password fields in new user form,SCALE-25.10-ALPHA.1 (Goldeye),,,,Done,11/Jun/25 3:15 PM,13/Jun/25 7:35 AM,Low,Complete,,,,,IX_EMPLOYEE,,,,Improvement
NAS-136296,122965,Setting the primary group to `builtin_administrators` during creation doesn't work,SCALE-25.10-ALPHA.1 (Goldeye),,,,Done,12/Jun/25 10:10 AM,24/Jun/25 11:21 AM,Medium,Complete,,,,,IX_EMPLOYEE,,,,Bug
NAS-136310,123008,Stopping / starting service is not logged in Audit,SCALE-25.04.2 (Fangtooth),SCALE-25.04.3 (Fangtooth),SCALE-25.10-ALPHA.1 (Goldeye),SCALE-25.10-BETA.1 (Goldeye),Done,13/Jun/25 4:19 AM,25/Jun/25 12:27 PM,Medium,Complete,,,,,IX_EMPLOYEE,,,,Improvement
NAS-136312,123012,Improvements for table in new users,SCALE-25.10-ALPHA.1 (Goldeye),,,,Done,13/Jun/25 7:49 AM,23/Jun/25 7:30 AM,Medium,Complete,,,,,IX_EMPLOYEE,,,,Improvement
NAS-136313,123015,Improvements for filters in new users,SCALE-25.10-ALPHA.1 (Goldeye),SCALE-25.10-BETA.1 (Goldeye),,,Done,13/Jun/25 7:55 AM,14/Jul/25 8:38 AM,Medium,Complete,,,,,IX_EMPLOYEE,,,,Improvement
NAS-136317,123022,Form in a Sidenav -> loading bar is not fully visibly,SCALE-25.10-ALPHA.1 (Goldeye),,,,Done,13/Jun/25 8:25 AM,23/Jun/25 7:28 AM,Medium,Complete,,,,,IX_EMPLOYEE,,,,Bug
NAS-136318,123023,Unsaved changes dialog appears after successfully submitting the full-width forms,SCALE-25.10-ALPHA.1 (Goldeye),,,,Done,13/Jun/25 8:31 AM,23/Jun/25 7:29 AM,Medium,Complete,,,,,IX_EMPLOYEE,,,,Bug
NAS-136319,123025,Improvements for Access card,SCALE-25.10-ALPHA.1 (Goldeye),,,,Done,13/Jun/25 8:38 AM,17/Jun/25 2:09 PM,Medium,Complete,,,,,IX_EMPLOYEE,,,,Improvement
NAS-136328,123073,"When logging in with OTP, middleware returns `TOKEN_PLAIN` as auth mechanism",N/A,SCALE-25.04.2 (Fangtooth),SCALE-25.10-ALPHA.1 (Goldeye),,Done,14/Jun/25 8:24 PM,20/Jun/25 4:11 PM,Low,Complete,Master - TrueNAS Nightlies,,,,IX_EMPLOYEE,,,,Bug
